deleted_page,date_of_delete,name_of_page
"/* clientsitelink-remove:1||enwiki */ Fábio Santos (footballer, born 1994)",20230610235642,فابيو سانتوس (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Herbert Grove Dorsey,20230225111932,هربرت غروف دورسي
/* clientsitelink-remove:1||enwiki */ École Française Internationale de Riyad,20230122224653,المدرسة الفرنسية الدولية (الرياض)
/* clientsitelink-remove:1||enwiki */ Pakistan National English School,20230310170939,المدرسة الباكستانية الوطنية الإنجليزية في اليمن
/* clientsitelink-remove:1||enwiki */ Pakistan School Sanaa,20230217194604,المدرسة الباكستانية في صنعاء
/* clientsitelink-remove:1||enwiki */ Justin Michel,20230717035754,جاستن ميشيل
/* clientsitelink-remove:1||enwikibooks */ Al-Fatiha,20230119192631,سورة الفاتحة
/* clientsitelink-remove:1||enwikibooks */ Al-Fatiha,20230224025223,سورة الفاتحة
/* clientsitelink-remove:1||enwiki */ Ángel Gaspar,20230311220329,أنخيل غاسبار
/* clientsitelink-remove:1||enwiki */ Bernardo López Obeso,20230406034030,برناردو لوبيز اوبيسو
/* clientsitelink-remove:1||enwiki */ Al-Andalus International School,20230127054932,مدرسة الأندلس الدولية
/* clientsitelink-remove:1||enwiki */ Venus Orbiter Mission,20230820193725,شوكرايان-1
/* clientsitelink-remove:1||enwiki */ List of thwarted Islamic terrorist attacks,20230807010836,قائمة الهجمات الإرهابية المنسوبة لمنظمات إسلامية
/* clientsitelink-remove:1||enwiki */ Anders Møller (wrestler),20230522203825,أنديرس مولر
/* clientsitelink-remove:1||enwiki */ Lucía Martín González,20230929190545,لوسيا مارتن غونزاليز
/* clientsitelink-remove:1||enwiki */ Abduraheem Al-Debbas,20230114135834,عبد الرحيم الدباس
/* clientsitelink-remove:1||enwiki */ Jelena Jensen,20230911231349,يلينا ينسن
/* clientsitelink-remove:1||enwiki */ Vijay Armstrong,20230711191828,فيجاي أرمسترونغ
/* clientsitelink-remove:1||enwiki */ Marcos Caballero,20230318021457,ماركوس كاباييرو
/* clientsitelink-remove:1||enwiki */ Abdulaziz Al-Dhefiri,20230206194736,عبد العزيز الظفيري (لاعب كرة قدم سعودي)
/* clientsitelink-remove:1||enwiki */ Kill Bill,20230724105329,اقتل بيل (فيلم)
/* clientsitelink-remove:1||enwikiquote */ Open Season: Scared Silly,20230211005201,موسم صيد: خائف بشدة
/* clientsitelink-remove:1||enwikiquote */ Open Season: Scared Silly,20230213034948,موسم صيد: خائف بشدة
/* clientsitelink-remove:1||enwiki */ Ahmednagar,20230531164941,أحمد نجر
/* clientsitelink-remove:1||enwiki */ Motorola A1000,20230330111128,موتورولا A1000 (موبايل)
/* clientsitelink-remove:1||enwiki */ Patrick Johansson (musician),20230708173503,باتريك يوهانسون
/* clientsitelink-remove:1||enwiki */ Mu'allaq Mosque (Tripoli),20230111014216,المسجد المعلق طرابلس
/* clientsitelink-remove:1||enwiki */ Hicham Abou Sleiman,20230516225700,هشام أبو سليمان
/* clientsitelink-remove:1||enwiki */ British International School Al Khobar,20230205202036,المدرسة البريطانية الدولية الخبر
/* clientsitelink-remove:1||enwiki */ Darien Airport,20230109120625,مطار دارين
/* clientsitelink-remove:1||enwiki */ Yahya ibn Ummi Taweel,20230726205803,يحيى بن أم الطويل
/* clientsitelink-remove:1||enwiki */ Noha Eid,20230925232556,نهى عيد
/* clientsitelink-remove:1||enwiki */ Eman El-Nossiry,20230925232909,إيمان النصيري
/* clientsitelink-remove:1||enwiki */ Ingy El-Shamy,20230925233124,إنجي الشامي
/* clientsitelink-remove:1||enwiki */ Khaled Al-Muqaitib,20230120184721,خالد المقيطيب
/* clientsitelink-remove:1||enwiki */ Ghada Sakr,20231016203932,غادة صقر
/* clientsitelink-remove:1||enwiki */ List of most-viewed online videos in the first 24 hours,20230517123645,قائمة مقاطع الفيديو الأكثر مشاهدة على الإنترنت في أول 24 ساعة
/* clientsitelink-remove:1||enwiki */ Natalia Mildenberger,20230925232845,ناتاليا ميلدينبيرجير
/* clientsitelink-remove:1||enwiki */ Karina Pacheco,20230925232934,كارينا باتشيكو
/* clientsitelink-remove:1||enwiki */ María Paredes (volleyball),20230925232958,ماريا باريديس
/* clientsitelink-remove:1||enwiki */ Carl Edgar Myers,20230317191305,كارل إدغار مايرز
/* clientsitelink-remove:1||enwiki */ Mary Myers,20230324170339,ماري مايرز
/* clientsitelink-remove:1||enwiki */ Dagoberto Mejía,20230209154938,داغوبيرتو ميخيا
/* clientsitelink-remove:1||enwiki */ Al Mawarid International School,20230109082740,مدرسة الموارد الدولية
/* clientsitelink-remove:1||enwikiquote */ Lost Generation,20230115134716,جيل ضائع
/* clientsitelink-remove:1||enwiki */ Pokémon Crystal,20231006165130,بوكيمون كريستال
/* clientsitelink-remove:1||enwiki */ James Meade,20230414204152,جيمس ميد
/* clientsitelink-remove:1||enwiki */ James Meade,20230417123605,جيمس ميد
/* clientsitelink-remove:1||enwiki */ Łukasz Parobiec,20230909231359,لوكاس باروبيك
/* clientsitelink-remove:1||enwiki */ Peta Hewitt,20230425032822,بيتا هيويت
/* clientsitelink-remove:1||enwiki */ José Luis Estrada,20230209210949,خوسيه لويس إسترادا
/* clientsitelink-remove:1||enwiki */ Pablo Morales Agüero,20230319212955,بابلو موراليس أغيرو
/* clientsitelink-remove:1||enwiki */ Jacky Ruben,20230615143821,جاكي روبن
/* clientsitelink-remove:1||enwiki */ Tony Kaltak,20230618041816,توني كالتاك
"/* clientsitelink-remove:1||enwiki */ Keegan Smith (soccer, born 1993)",20230628140417,كيغان سميث
/* clientsitelink-remove:1||enwiki */ Museum Agung Bung Karno,20230128200206,متحف أجونغ بونغ كارنو
/* clientsitelink-remove:1||enwiki */ Yasushi Kawakami,20230109121710,ياسوشي كواكامي
/* clientsitelink-remove:1||enwiki */ Barbados–Spain relations,20230202211532,العلاقات الإسبانية الباربادوسية
/* clientsitelink-remove:1||enwiki */ Yahya Dhabiani,20230114135819,يحيى ضبياني
/* clientsitelink-remove:1||enwiki */ Hani Al-Dobaini,20230423200425,هاني الدبيني
"/* clientsitelink-remove:1||enwiki */ Prince Alexander, Duke of Södermanland",20231007022458,الأمير ألكسندر دوق سودرمانلاند
"/* clientsitelink-remove:1||enwiki */ Embassy of Australia, Cairo",20230323062416,سفارة أستراليا في مصر
/* clientsitelink-remove:1||enwiki */ 289 (number),20231017063645,289 (عدد)
/* clientsitelink-remove:1||enwiki */ Ariana Greenblatt,20230611070055,اريانا غرينبلات
/* clientsitelink-remove:1||enwiki */ Home (Game of Thrones),20230329023501,وطن (صراع العروش)
/* clientsitelink-remove:1||enwiki */ Benjamin Kaufmann,20230429135247,بنجامين كوفمان
/* clientsitelink-remove:1||enwiki */ Abdullah Aiesh,20230206211558,عبد الله عايش
/* clientsitelink-remove:1||enwiki */ Mohammed Abdurahman,20230803223731,محمد عبد الرحمن (لاعب كرة قدم مواليد 1985)
"/* clientsitelink-remove:1||enwiki */ Abdullah Al-Yazidi (footballer, born 1989)",20230409231440,عبد الله اليزيدي (لاعب كرة قدم مواليد 1989)
"/* clientsitelink-remove:1||enwiki */ Nikola Petković (footballer, born 1997)",20230117082445,نيكولا بيتكوفيتش (لاعب كرة قدم)
/* clientsitelink-remove:1||enwikiquote */ Paul Le Roux,20230922062949,باول لي رو
/* clientsitelink-remove:1||enwiki */ Ziad Al-Khatib,20230630142637,زياد الخطيب
/* clientsitelink-remove:1||enwiki */ Oman–Spain relations,20230303073249,العلاقات الإسبانية العمانية
/* clientsitelink-remove:1||enwiki */ Khalid Butti,20230812163929,خالد بطي
/* clientsitelink-remove:1||enwiki */ Ian Lake (footballer),20230316232402,إيان ليك
/* clientsitelink-remove:1||enwiki */ Henry L. Haskell,20230306173443,هنري إل. هاسكيل
"/* clientsitelink-remove:1||enwiki */ Embassy of Niger, Ankara",20230608113238,سفارة النيجر في تركيا
/* clientsitelink-remove:1||enwikiquote */ The Little Mermaid (2023 live-action film),20230428154934,حورية البحر (فيلم 2023)
/* clientsitelink-remove:1||enwiki */ Darryl Glenn,20230628221520,داريل غلين
/* clientsitelink-remove:1||enwiki */ Amirobod,20230303152143,أمير آباد (قرقل باغستان)
/* clientsitelink-remove:1||enwiki */ Jalabek,20230302015615,جلابك
/* clientsitelink-remove:1||enwiki */ Madaniy mehnat,20230304134718,مدني محنت
/* clientsitelink-remove:1||enwiki */ Namuna,20230303143749,نامونا (آلتينقال)
/* clientsitelink-remove:1||enwiki */ Oq Yor,20230304134925,آق يار
"/* clientsitelink-remove:1||enwiki */ Gumbaz, Andijon District",20230302021157,غومباز
/* clientsitelink-remove:1||enwiki */ Xoldevonbek,20230304134746,خولدفونبك
/* clientsitelink-remove:1||enwiki */ Shirmonbuloq,20230304130018,شيرمان بلاغ
/* clientsitelink-remove:1||enwiki */ Qirtay,20230302021931,قيرتاي
/* clientsitelink-remove:1||enwiki */ Beshtuvo,20230303143423,بشتوفا
/* clientsitelink-remove:1||enwiki */ Gajdumak,20230302012323,غاجوماك
/* clientsitelink-remove:1||enwiki */ Jovgari,20230303143430,جوفغاري
/* clientsitelink-remove:1||enwiki */ Dalmun,20230303143404,دالمون
/* clientsitelink-remove:1||enwiki */ Ushot,20230303143321,أوشات
/* clientsitelink-remove:1||enwiki */ Xazorman,20230303143309,خازارمان
/* clientsitelink-remove:1||enwiki */ Chorzona,20230302022011,تشارزانا
/* clientsitelink-remove:1||enwiki */ Quvacha,20230303143509,قوفاتشا
/* clientsitelink-remove:1||enwiki */ Sayyod,20230303143302,صياد (أوزبكستان)
/* clientsitelink-remove:1||enwiki */ Solur,20230303143248,سالور
/* clientsitelink-remove:1||enwiki */ Chandirobod,20230303143238,تشاندير آباد
/* clientsitelink-remove:1||enwiki */ Talisafed,20230302021939,تاليسافد
/* clientsitelink-remove:1||enwiki */ Comparison of the Benelux countries,20230619235429,مقارنة ما بين دول البنلوكس
/* clientsitelink-remove:1||enwiki */ Dauha Al-Uloom International School,20230123230500,مدرسة دوحة العلوم العالمية
/* clientsitelink-remove:1||enwiki */ Jesuit Centre for Theological Reflection,20230518190326,المركز اليسوعي للتأمل اللاهوتي
/* clientsitelink-remove:1||enwiki */ Al-Afaq International School,20230102184944,مدارس الآفاق العالمية
"/* clientsitelink-remove:1||enwiki */ Cambridge International School, Doha",20230123230330,مدرسة كامبريدج الدولية للبنات
/* clientsitelink-remove:1||enwiki */ Rubu'a Al Hekma Global School,20230120215220,مدارس ربوع الحكمة العالمية (حائل)
/* clientsitelink-remove:1||enwiki */ Germela,20230708004311,جيرميلا
/* clientsitelink-remove:1||enwiki */ Pennsylvania governor Jake Paul,20230728010201,هاريسبرج
"/* clientsitelink-remove:1||enwiki */ Lewiston, New York",20230901023240,لويستون (نيويورك)
/* clientsitelink-remove:1||enwiki */ Film/video-based therapy,20230627175142,العلاج المعتمد على مشاهدة فيلم أو مقطع فيديو
/* clientsitelink-remove:1||enwiki */ Determinatum,20230224184338,دترمناتم
/* clientsitelink-remove:1||enwiki */ Tyrant (Resident Evil),20230406044545,تايرنت (ريزدنت إيفل)
/* clientsitelink-remove:1||enwiki */ Abu al-Lif Tower,20230107164225,برج أبو الليف
/* clientsitelink-remove:1||enwikiversity */ PlanetPhysics/Mustapha Ishak Boushaki,20231003144806,مصطفى إسحاق بوسحاقي
/* clientsitelink-remove:1||enwiki */ Al Khader mosque (Qatif),20230110122749,مسجد الخضر (القطيف)
/* clientsitelink-remove:1||enwiki */ François Petit,20230410011757,فرنسوا بيتي
/* clientsitelink-remove:1||enwiki */ List of FIFA Confederations Cup goalscorers,20230212175716,قائمة هدافي كأس القارات
/* clientsitelink-remove:1||enwiki */ Emily is a trash pacify is better,20230412115054,إيملي ونتز تو بلاي
/* clientsitelink-remove:1||enwiki */ Callum O'Brien,20230811064509,كالوم أوبراين
/* clientsitelink-remove:1||enwiki */ José Silva (parapsychologist),20230528195145,خوسيه سيلفا
/* clientsitelink-remove:1||enwiki */ Chantal Jones,20230201053532,شانتال جونز
/* clientsitelink-remove:1||enwiki */ Tim Cook,20230919105323,تيم كوك
/* clientsitelink-remove:1||enwiki */ Download Accelerator Plus,20230626045430,داونلود أكسيلراتور بلس
/* clientsitelink-remove:1||enwikivoyage */ Peotone,20230223214953,بيتون (إلينوي)
/* clientsitelink-remove:1||enwiki */ Sam Blatherwick,20230522210001,سام بلثرويك
/* clientsitelink-remove:1||enwiki */ Lewis Moist,20230522205434,لويس مويست
/* clientsitelink-remove:1||enwiki */ József Fabinyi,20230522205325,جوزيف فابيني
/* clientsitelink-remove:1||enwiki */ Zeno von Singalewicz,20230522210301,زينو فون سينجاليكز
"/* clientsitelink-remove:1||enwiki */ Embassy of the United States, Ankara",20230425135554,سفارة الولايات المتحدة في تركيا
/* clientsitelink-remove:1||enwiki */ Pedro R.S.,20230714035112,بدرو
/* clientsitelink-remove:1||enwiki */ Salma Phillips,20230624002831,سلمى فيليبس
/* clientsitelink-remove:1||enwiki */ Jessica Pierce,20230315082622,جيسيكا بيرس
/* clientsitelink-remove:1||enwiki */ Darren Adamson,20230603043932,دارين آدمسون
/* clientsitelink-remove:1||enwiki */ Lydia Jane Powell,20230529134150,ليديا جين باول
"/* clientsitelink-remove:1||enwiki */ Embassy of the United States, Bern",20230502121851,سفارة الولايات المتحدة في سويسرا
/* clientsitelink-remove:1||enwiki */ Aimee Moran,20230530141358,أيمي موران
/* clientsitelink-remove:1||enwiki */ Elisa Lohmann,20230925181621,إليسا لومان
/* clientsitelink-remove:1||enwiki */ Colonization of Europa,20231010180256,استعمار أوروبا
/* clientsitelink-remove:1||enwiki */ Naqa Al-Boqami,20230131225524,نقا البقمي
/* clientsitelink-remove:1||enwiki */ Andreas Berthelsen,20230827045703,أندرياس بيرثيلسن
/* clientsitelink-remove:1||enwiki */ Cees van Kooten,20230327154947,سيس فـان كوتن
/* clientsitelink-remove:1||enwiki */ Ben Torrance,20230527071721,بين تورانس
/* clientsitelink-remove:1||enwiki */ Fahad Abdullah,20230119185810,فهد عبد الله
/* clientsitelink-remove:1||enwiki */ Omar Abdelwasea,20230104182335,عمر عبد الواسع
/* clientsitelink-remove:1||enwiki */ Mojahed Abdullah,20230215201547,مجاهد عبد الله
/* clientsitelink-remove:1||enwiki */ Cherry festival in Sefrou,20230413104829,مهرجان حب الملوك
/* clientsitelink-remove:1||enwikiquote */ Josie Wood,20230710025306,جوزي وود
/* clientsitelink-remove:1||enwiki */ Fanny Duarte,20230425234509,فاني دوارتي
/* clientsitelink-remove:1||enwiki */ Ashley Hartman,20230516005042,أشلي هارتمان
/* clientsitelink-remove:1||enwikiquote */ Millennials,20230115134730,جيل الألفية
/* clientsitelink-remove:1||enwiki */ János Antal,20230522205324,جانوس أنتال
/* clientsitelink-remove:1||enwiki */ Elderly Older Adult-only County in PA,20231006185347,مقاطعة ديلاوير (بنسيلفانيا)
/* clientsitelink-remove:1||enwiki */ Natalia Montiel,20230729130829,ناتاليا مونتيل
"/* clientsitelink-remove:1||enwiki */ Pascal Schmidt (footballer, born 1993)",20231011122359,باسكال شميت (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Kathy Anderson,20230404211439,كاثي أندرسون
/* clientsitelink-remove:1||enwiki */ Raquel García-Tomás,20230411001241,راكيل غارسيا توماس
/* clientsitelink-remove:1||enwiki */ Ali Al-Ameri,20230223185218,علي العامري (لاعب كرة قدم سعودي)
/* clientsitelink-remove:1||enwiki */ Gertrude Hull,20230309190307,غيرترود هال
"/* clientsitelink-remove:1||enwiki */ Embassy of Palestine, Tashkent",20230905112306,سفارة دولة فلسطين لدى أوزبكستان
/* clientsitelink-remove:1||enwiki */ Abdurahman Nasser,20231007130442,عبد الرحمن ناصر
/* clientsitelink-remove:1||enwiki */ FC Arsenal Tula,20230411001525,أرسنال تولا
/* clientsitelink-remove:1||enwiki */ Abu Shu'ayb ad-Dukkali as-Sadiqi,20230209182207,أبو شعيب الدكالي
/* clientsitelink-remove:1||enwiki */ Akchour,20230110163414,أقشور
/* clientsitelink-remove:1||enwiki */ Al Hilal Sports de Tunis,20230411221910,الهلال الرياضي التونسي
/* clientsitelink-remove:1||enwiki */ Dar El Agha Mosque,20230820204833,مسجد دار الآغة
/* clientsitelink-remove:1||enwiki */ Arabic International Phonetic Alphabet,20230908063133,أبجدية صوتية دولية عربية
/* clientsitelink-remove:1||enwiki */ Amanda MacKay,20230910210246,أماندا ماكاي
/* clientsitelink-remove:1||enwiki */ Choe Ju-song,20231005231957,تشو جو-سونغ
/* clientsitelink-remove:1||enwiki */ Aquamacs,20230113212134,أكواماكس (محرر نصوص)
/* clientsitelink-remove:1||enwiki */ Gawhara,20230318074421,جوهرة (فيلم)
/* clientsitelink-remove:1||enwiki */ Anna Buturlina,20230322162455,آنا بوتورلينا
/* clientsitelink-remove:1||enwiki */ Hypothetical dissolution of the Russian Federation,20230822044038,تفكك روسيا
/* clientsitelink-remove:1||enwiki */ Ait Waghlis,20230927180707,آث وغليس
/* clientsitelink-remove:1||enwiki */ Muhannad Yousuf Ozair,20230630142957,مهند يوسف عزير
/* clientsitelink-remove:1||enwiki */ Rashed Ahmed Rashed,20231007130400,راشد أحمد راشد
/* clientsitelink-remove:1||enwiki */ Gunnar Nilsson (athlete),20230522204729,غونار نيلسون (منافس ألعاب قوى)
/* clientsitelink-remove:1||enwiki */ Hamad Al-Harbi,20230630142710,حمد الحربي (لاعب كرة قدم قطري)
/* clientsitelink-remove:1||enwiki */ Tommy e Oscar,20230816162424,تومي وأوسكار
/* clientsitelink-remove:1||enwiki */ Dylan Pritchard,20230715051109,ديلان بريتشارد
/* clientsitelink-remove:1||enwiki */ Mike Wazowski,20230113222421,مارد وشوشني
/* clientsitelink-remove:1||enwiki */ Hugh Maguire (athlete),20230522204931,هيو ماغيري
/* clientsitelink-remove:1||enwiki */ Eddie Fitzgerald (athlete),20230522204151,إدي فيتزجيرالد
/* clientsitelink-remove:1||enwiki */ William Kramer (athlete),20230522210222,ويليام كرامر
/* clientsitelink-remove:1||enwiki */ Alfonso Sánchez (athlete),20230522203651,ألفونسو سانشيز (منافس ألعاب قوى)
/* clientsitelink-remove:1||enwiki */ Anthony Harkness,20230309190444,أنتوني هاركنيس
/* clientsitelink-remove:1||enwiki */ Philipp Ehrenreich,20230522205805,فيليب إرينريك
/* clientsitelink-remove:1||enwiki */ Herbert Putnam (athlete),20230522204913,هربرت بوتنام
/* clientsitelink-remove:1||enwiki */ Yevgeny Petrov (athlete),20230522210255,يفغيني بتروف
/* clientsitelink-remove:1||enwiki */ Cardiophobia,20230630205805,رهاب المرض القلبي
/* clientsitelink-remove:1||enwiki */ Top 100 Egyptian films of the 20th century,20230406033327,قائمة أفضل مئة فيلم في مئوية السينما المصرية
/* clientsitelink-remove:1||enwiki */ Scott Anthony Starr,20230425234448,سكوت أنتوني ستار
/* clientsitelink-remove:1||enwiki */ Arvo Laine,20230522203925,أرفو لين
/* clientsitelink-remove:1||enwiki */ Benjamin Sherman (athlete),20230522203945,بنجامين شيرمان
/* clientsitelink-remove:1||enwiki */ Hugo Svensson,20230522204936,هوغو سفينسون
/* clientsitelink-remove:1||enwiki */ Deep Freeze (software),20230414014014,ديب فريز
/* clientsitelink-remove:1||enwiki */ Keith Cooke,20230907205230,كيث كوك
/* clientsitelink-remove:1||enwiki */ GoldenDict,20230308213559,قولدن دكت
/* clientsitelink-remove:1||enwiki */ GoldenDict,20230526062546,قولدن دكت
/* clientsitelink-remove:1||enwiki */ Safwan Al-Mowallad,20230630142931,صفوان المولد
/* clientsitelink-remove:1||enwiki */ Abdulellah Hawsawi,20230630142419,عبد الإله هوساوي
/* clientsitelink-remove:1||enwiki */ Alisha Rai,20230428114147,أليشا راي
/* clientsitelink-remove:1||enwiki */ David Morgan (engineer),20230903033058,ديفيد مورغان (مخترع)
/* clientsitelink-remove:1||enwiki */ Damien Lagrange,20230503122613,داميان لاغرانج
/* clientsitelink-remove:1||enwiki */ Arabs in Belgium,20230107202211,عرب بلجيكا
/* clientsitelink-remove:1||enwiki */ Dan Flannery,20230703225148,دان فلانري
/* clientsitelink-remove:1||enwiki */ Pussy torture,20230924182950,تعذيب المهبل
/* clientsitelink-remove:1||enwiki */ Drew Posada,20230615170031,درو بوسادا
/* clientsitelink-remove:1||enwiki */ Vikidia,20230813212256,فيكيديا
/* clientsitelink-remove:1||enwiki */ Le Mythe de la 5ème île,20230606145708,أسطورة الجزيرة الخامسة
/* clientsitelink-remove:1||enwiki */ Education 2030 Agenda,20230405122203,أجندة 2030 للتعليم
/* clientsitelink-remove:1||enwiki */ Frank Fisher (politician),20230529034410,فرنسيس فيشر
/* clientsitelink-remove:1||enwiki */ Frank Melloul,20230822073618,فرانك ميلول
/* clientsitelink-remove:1||enwiki */ Matt Sanchez,20230613232823,مات سانشيز
/* clientsitelink-remove:1||enwiki */ Jeff Bennett,20230830111157,جيف بينيت
/* clientsitelink-remove:1||enwiki */ Hélène Le Gal,20230318174601,هيلين لو كال
/* clientsitelink-remove:1||enwiki */ Seymur Nasirov,20230123231319,سيمور نصيروف
/* clientsitelink-remove:1||enwikiquote */ Christopher Poole,20230215134215,كريستوفر بول
/* clientsitelink-remove:1||enwiki */ Muamar family detention incident,20230807070027,حادثة اعتقال عائلة معمر
/* clientsitelink-remove:1||enwiki */ Romance-speaking world,20230625164026,الشعوب اللاتينية
"/* clientsitelink-remove:1||enwiki */ Naga, Cebu",20230327211947,ناجا
/* clientsitelink-remove:1||enwiki */ Mako (actor)/Temp,20230525050323,ماكو إيواماتسو
/* clientsitelink-remove:1||enwiki */ Kyle Collins,20230224181025,كايل كولينز
/* clientsitelink-remove:1||enwiki */ Amr Samir,20230413110732,عمرو سمير
/* clientsitelink-remove:1||enwiki */ La Palme Sportive de Tozeur,20230513162139,الجريدة الرياضية بتوزر
/* clientsitelink-remove:1||enwiki */ Laurent Schwartz (oncologist),20230528064107,لوران شوارتز
/* clientsitelink-remove:1||enwiki */ Lauri Hendler,20230417105039,لوري هندلر
/* clientsitelink-remove:1||enwiki */ List of bridges in the United States,20230705063735,قائمة جسور في الولايات المتحدة الأمريكية
/* clientsitelink-remove:1||enwiki */ List of longest novels,20230311170917,قائمة أطول الروايات
/* clientsitelink-remove:1||enwiki */ Lycée Louis Massignon (United Arab Emirates),20230211214347,مدرسة ليسيه لويس ماسينيون
/* clientsitelink-remove:1||enwiki */ Algerian Clasico,20230117145053,التنافس بين شباب بلوزداد ومولودية وهران
/* clientsitelink-remove:1||enwiki */ FIFA World Cup All-Time Team,20230524045119,فريق الفيفا لكأس العالم
/* clientsitelink-remove:1||enwiki */ Margot Kahl,20230929190545,مارغوت كال
/* clientsitelink-remove:1||enwiki */ A Guide to the Business Analysis Body of Knowledge,20230330045741,الدليل المعرفي لتحليل الأعمال
"/* clientsitelink-remove:1||enwikiquote */ Monkey See, Monkey Do",20230903205522,القرد يرى، القرد يفعل
/* clientsitelink-remove:1||enwiki */ Maurice Aubert,20230502235853,موريس أوبيرت
/* clientsitelink-remove:1||enwiki */ Claudia Morales (journalist),20230926030456,كلوديا موراليس (صحفية)
/* clientsitelink-remove:1||enwiki */ Archibald Cary Smith,20230323200650,أرشيبالد كاري سميث
/* clientsitelink-remove:1||enwiki */ Aco Jonovski,20230728200157,أكو جونوفسكي
/* clientsitelink-remove:1||enwiki */ Mohamed Abdelaziz Dja'it,20230407135237,محمد عبد العزيز جعيط
/* clientsitelink-remove:1||enwiki */ Mohamed Aït Kaci,20230422112826,محمد آيت كاسي
/* clientsitelink-remove:1||enwiki */ Mohammad Zaki,20230915150207,محمد زكى
/* clientsitelink-remove:1||enwiki */ Todd Bosley,20230912170218,تود بوسلي
/* clientsitelink-remove:1||enwiki */ List of languages by writing system,20230607234540,قائمة اللغات حسب نظام الكتابة
/* clientsitelink-remove:1||enwiki */ Operation Desert Thunder,20230509234340,عملية رعد الصحراء
/* clientsitelink-remove:1||enwiki */ Hassen Belkhodja Training Center,20230516121245,مركب حسان بالخوجة
/* clientsitelink-remove:1||enwiki */ Pirate Party of Morocco,20230714045110,حزب القراصنة المغربي
/* clientsitelink-remove:1||enwiki */ Eric Freeman (actor),20230621234835,اريك فريمان
/* clientsitelink-remove:1||enwiki */ Cole Mohr,20230815192441,كول مور
/* clientsitelink-remove:1||enwiki */ Ryeh,20230111173836,رياح (فيلم)
/* clientsitelink-remove:1||enwiki */ Salvador Toscano,20230225112008,سلفادور توسكانو
/* clientsitelink-remove:1||enwiki */ Sara (artist),20230119011201,سارا
/* clientsitelink-remove:1||enwiki */ Steve Barnard,20230323120255,ستيف بارنارد
/* clientsitelink-remove:1||enwiki */ Tom Morton (actor),20230823195655,توم مورتون
/* clientsitelink-remove:1||enwiki */ Ken Kensei,20231005233421,كين كينسي
/* clientsitelink-remove:1||enwiki */ François Coignet,20230309181737,فرنسوا كونييه
/* clientsitelink-remove:1||enwiki */ Abdul Rahman al-Omari,20231008124313,عبد الرحمن العمري (طيار)
/* clientsitelink-remove:1||enwiki */ Adolphe Rouleau,20230522203048,أدولف رولو
/* clientsitelink-remove:1||enwiki */ Alex Di Gregorio,20230504234354,أليكس دي غريغوريو
/* clientsitelink-remove:1||enwiki */ Amilcare Beretta,20230522203806,أميلكير بيريتا
/* clientsitelink-remove:1||enwiki */ An Se-bok,20230827045303,أن سي بوك
/* clientsitelink-remove:1||enwiki */ André-Marie Rabel,20230522203840,أندريه رابل
/* clientsitelink-remove:1||enwiki */ Bob C. Riley,20230416205437,بوب ك. رايلي
/* clientsitelink-remove:1||enwiki */ Francis Cherry (governor),20230416205417,فرنسيس تشيري
/* clientsitelink-remove:1||enwiki */ List of countries by spoken languages,20230618231309,قائمة الدول حسب اللغات المحكية
/* clientsitelink-remove:1||enwiki */ Casimir Semelaignes,20230522204020,كاسيمير سيملين
/* clientsitelink-remove:1||enwiki */ Charles Marty,20230522204044,تشارلز مارتي
/* clientsitelink-remove:1||enwiki */ University of Duhok,20230527153925,جامعة دهوك
/* clientsitelink-remove:1||enwiki */ Mediaset,20230418125051,ميدياست
/* clientsitelink-remove:1||enwiki */ Ministry of Youth and Sports (Palestine),20230416133855,المجلس الأعلى للشباب والرياضة (فلسطين)
/* clientsitelink-remove:1||enwiki */ Emmanuel Andrieu,20230522204240,إيمانويل أندريو
/* clientsitelink-remove:1||enwiki */ Shehab Mohamed,20230803182544,شهاب محمد
/* clientsitelink-remove:1||enwiki */ Fernand Semelaignes,20230522204338,فرناند سيملين
/* clientsitelink-remove:1||enwiki */ François Delibes,20230522204409,فرانسوا ديليبس
/* clientsitelink-remove:1||enwiki */ Fritz Danner,20230522204444,فريتز دانر
/* clientsitelink-remove:1||enwiki */ Louis Haller,20230522205443,لويس هالر
/* clientsitelink-remove:1||enwiki */ Alexandre Bergès,20230522203637,جورج بيرجيس
/* clientsitelink-remove:1||enwiki */ Giunio Fedreghini,20230522204722,جيونيو فيدريجيني
/* clientsitelink-remove:1||enwiki */ Gregory Watts,20230111051428,غريغوري واتس
/* clientsitelink-remove:1||enwiki */ Hippolyte-Jacques Hyvernaud,20230522204924,هيبوليت جاك هيفيرناود
/* clientsitelink-remove:1||enwiki */ James Hogan (guitarist),20230526231516,جيمس هوغن (عازف قيثارة)
/* clientsitelink-remove:1||enwiki */ Émile Lafourcade-Cortina,20230522210323,جان بابتيست لافورساد كورتينا
"/* clientsitelink-remove:1||enwiki */ John Sumner (actor, born 1951)",20230928000600,جون سومنر (ممثل)
/* clientsitelink-remove:1||enwiki */ Joseph-Auguste Métais,20230522205232,جوزيف أوغست ميتيس
/* clientsitelink-remove:1||enwiki */ Joseph Rodrigues,20230522205300,جوزيف رودريغز
/* clientsitelink-remove:1||enwiki */ Jules Rossignol,20230522205311,جوليس روسينيول
